id,symbol,avg_diff|float,p_val|float,_hprdClass,_expr,_geneLists,gene.firstpart,gene.secondpart,identifier,UCSC_converted
GPC4,GPC4,1.28989,0,Integral membrane protein,"BrainSpLMD|2239;Eurexp|euxassay_004882|aorta, bladder, clavicle, cochlea, diaphragm, dorsal grey horn, extrinsic ocular muscle, handplate, hindgut, lung, mandible, mantle layer, maxilla, maxillary division, medulla, mesenchyme, metanephros, midgut, pancreas, penis, pharyngo-tympanic tube, skeletal muscle, sternum, stomach, submandibular gland primordium, testis, thymus primordium, ventral grey horn, ventricular layer, vertebral axis muscle system","SFARI||Autism, 3 - Suggestive evidence;OMIM|300168;HPO|2239|2-3 finger syndactyly, Abnormal lung lobation, Abnormality of the helix, Abnormality of the ribs, Accelerated skeletal maturation, Agenesis of corpus callosum, Anteverted nares, Aplasia/Hypoplasia of the abdominal wall musculature, Arrhythmia, Atrial septal defect, Autosomal dominant inheritance, Birth length greater than 97th percentile, Broad foot, Broad palm, Broad secondary alveolar ridge, Broad thumb, Broad toe, Bundle branch block, Camptodactyly of finger, Cardiomyopathy, Cerebellar vermis hypoplasia, Cervical ribs, Cleft palate, Clinodactyly of the 5th finger, Coarse facial features, Congenital diaphragmatic hernia, Cryptorchidism, Death in infancy, Dental malocclusion, Depressed nasal bridge, Diastasis recti, Downslanted palpebral fissures, Duplication of renal pelvis, Enlarged kidney, Epicanthus, Finger syndactyly, Flared iliac wings, Generalized hypotonia, Hearing impairment, Hepatomegaly, Heterogeneous, High, narrow palate, Hydrocephalus, Hydronephrosis, Hydroureter, Hypertelorism, Hypoglycemia, Hypospadias, Increased IgE level, Inguinal hernia, Intestinal malrotation, Low-set, posteriorly rotated ears, Macrocephaly, Macroglossia, Mandibular prognathia, Meckel diverticulum, Multicystic kidney dysplasia, Nail dysplasia, Narrow sacroiliac notch, Nephroblastoma, Neurological speech impairment, Omphalocele, Pancreatic islet-cell hyperplasia, Patent ductus arteriosus, Pectus excavatum, Polyhydramnios, Polysplenia, Postaxial hand polydactyly, Posterior helix pit, Preauricular pit, Preauricular skin tag, Prolonged QT interval, Pulmonic stenosis, Renal cyst, Scoliosis, Short 2nd finger, Short distal phalanx of finger, Short foot, Short neck, Short nose, Short palm, Short sacroiliac notch, Short toe, Six lumbar vertebrae, Small nail, Somatic mutation, Splenomegaly, Submucous cleft lip, Supernumerary nipple, Talipes equinovarus, Tall stature, Toe syndactyly, Transposition of the great arteries, Two carpal ossification centers present at birth, Umbilical hernia, Ureteral duplication, Ventricular septal defect, Vertebral fusion, Vertebral segmentation defect, Webbed neck, Wide mouth, Wide nasal bridge, X-linked recessive inheritance",GPC4,,,GPC4
SPATA13,SPATA13,1.28868,0,Unclassified,BrainSpLMD|221178;Eurexp|euxassay_009443|ventricular layer,OMIM|613324,SPATA13,,,SPATA13
ZMAT1,ZMAT1,1.28543,5.85e-13,DNA binding protein,BrainSpLMD|84460,OMIM|301007,ZMAT1,,,ZMAT1
SPATA6,SPATA6,1.28422,2.85e-09,Unclassified,BrainSpLMD|54558,OMIM|613947,SPATA6,,,SPATA6
TPM1,TPM1,1.28416,6.97e-13,Cytoskeletal associated protein,"BrainSpLMD|7168;Eurexp|euxassay_009503|atrium, axial skeleton, bladder, choroid plexus, diaphragm, extrinsic ocular muscle, hindgut, interdigital region between digits 1 and 2, interdigital region between digits 2 and 3, interdigital region between digits 3 and 4, interdigital region between digits 4 and 5, liver, lung, mantle layer, mesenchyme, metanephros, midgut, nasal septum, skeletal muscle, skin, stomach, ventral grey horn, ventricle, vertebral axis muscle system, vibrissa","OMIM|191010;HPO|7168|Autosomal dominant inheritance, Congestive heart failure, Dilated cardiomyopathy, Hypertrophic cardiomyopathy, Ventricular tachycardia",TPM1,,,TPM1
FBXL7,FBXL7,1.28363,1.44e-12,Ubiquitin proteasome system protein,BrainSpLMD|23194,OMIM|605656,FBXL7,,,FBXL7
RFXANK,RFXANK,1.28127,5.97e-10,Transcription factor,BrainSpLMD|8625,"OMIM|603200;HPO|8625|Agammaglobulinemia, Autosomal dominant inheritance, Autosomal recessive inheritance, Biliary tract abnormality, Chronic lymphocytic meningitis, Chronic mucocutaneous candidiasis, Colitis, Cutaneous anergy, Encephalitis, Failure to thrive, Malabsorption, Neutropenia, Panhypogammaglobulinemia, Protracted diarrhea, Recurrent bacterial infections, Recurrent fungal infections, Recurrent lower respiratory tract infections, Recurrent protozoan infections, Recurrent upper respiratory tract infections, Recurrent urinary tract infections, Recurrent viral infections, Villous atrophy, Viral hepatitis",RFXANK,,,RFXANK
CASP3,CASP3,1.27451,8.22e-15,Cysteine protease,"BrainSpLMD|836;Eurexp|euxassay_018739|mantle layer, olfactory, vomeronasal organ;BrainSpMouseDev|12152",OMIM|600636,CASP3,,,CASP3
MAT2B,MAT2B,1.27364,0,Enzyme: Adenosyltransferase,BrainSpLMD|27430;Eurexp|euxassay_000623|olfactory,OMIM|605527,MAT2B,,,MAT2B
DFNB31,DFNB31,1.27285,6.66e-16,"","","",DFNB31,,,DFNB31
TSPAN6,TSPAN6,1.2695,0,Cell surface receptor,"BrainSpLMD|7105;Eurexp|euxassay_004870|incisor, mandible, maxilla, molar",OMIM|300191,TSPAN6,,,TSPAN6
SYNE1,SYNE1,1.26883,0,Unclassified,BrainSpLMD|23345,"SFARI||Autism, 4 - Minimal evidence;OMIM|608441;HPO|23345|Adult onset, Ataxia, Autosomal dominant inheritance, Autosomal recessive inheritance, Cerebellar atrophy, Childhood onset, Dysarthria, Dysmetria, Elevated serum creatine phosphokinase, Gait ataxia, Left ventricular septal hypertrophy, Limb ataxia, Muscular dystrophy, Neck muscle weakness, Nystagmus, Phenotypic variability, Proximal amyotrophy, Proximal muscle weakness, Slow progression",SYNE1,,,SYNE1
RGL1,RGL1,1.26328,1.73e-12,Guanine nucleotide exchange factor,BrainSpLMD|23179,OMIM|605667,RGL1,,,RGL1
NEK6,NEK6,1.26229,2.4e-10,Serine/threonine kinase,BrainSpLMD|10783,OMIM|604884,NEK6,,,NEK6
PER2,PER2,1.2615,1.11e-16,DNA binding protein,"BrainSpLMD|8864;Eurexp|euxassay_019474|adrenal gland, larynx, lung, metanephros, olfactory, pancreas, rectum, stomach, testis, thyroid, trachea, urethra, ventricular layer;BrainSpMouseDev|18393","SFARI||Autism, 3 - Suggestive evidence;OMIM|603426;HPO|8864|Autosomal dominant inheritance, Depressivity, Sleep-wake cycle disturbance",PER2,,,PER2
NR1D2,NR1D2,1.25744,2.99e-08,Nuclear receptor,BrainSpLMD|9975;BrainSpMouseDev|110666,OMIM|602304,NR1D2,,,NR1D2
ITGA6,ITGA6,1.25733,5.63e-10,Cell surface receptor,"BrainSpLMD|3655;Eurexp|euxassay_012071|cortex, incisor, lung, mantle layer, metanephros, molar, pancreas, penis, rectum, ventral grey horn, ventricle","OMIM|147556;HPO|3655|Abdominal distention, Abnormality of the genitourinary system, Anonychia, Aplasia cutis congenita, Aplasia of the bladder, Arthrogryposis multiplex congenita, Atrophic scars, Autosomal recessive inheritance, Axillary pterygia, Congenital onset, Congenital pyloric atresia, Death in infancy, Ectropion, Elevated maternal serum alpha-fetoprotein, Esophageal atresia, Fragile skin, Hematuria, Hydronephrosis, Hypoplasia of dental enamel, Intestinal atresia, Intractable diarrhea, Junctional split, Milia, Nail dysplasia, Nail dystrophy, Nausea and vomiting, Oral mucosal blisters, Polyhydramnios, Recurrent skin infections, Renal duplication, Renal dysplasia, Ureterocele, Urethral stricture, Urinary bladder inflammation",ITGA6,,,ITGA6
DDIT3,DDIT3,1.25628,0,Transcription factor,BrainSpLMD|1649;Eurexp|euxassay_009824|olfactory;BrainSpMouseDev|12978,"OMIM|126337;COSMIC||liposarcoma;HPO|1649|Myxoid liposarcoma, Somatic mutation, Subcutaneous nodule",DDIT3,,,DDIT3
PHGDH,PHGDH,1.25493,1.11e-16,Enzyme: Dehydrogenase,BrainSpLMD|26227,"OMIM|606879;HPO|26227|Ablepharon, Abnormality of the philtrum, Absent eyelashes, Absent septum pellucidum, Adducted thumb, Agenesis of corpus callosum, Ambiguous genitalia, Aplasia/Hypoplasia involving the skeletal musculature, Autosomal recessive inheritance, Bifid uterus, Broad foot, Calcaneovalgus deformity, Camptodactyly, Cataract, Cerebellar hypoplasia, Cerebral dysmyelination, Choroid plexus cyst, Cleft palate, Cleft upper lip, Clinodactyly, Congenital cataract, Congenital microcephaly, Cryptorchidism, Dandy-Walker malformation, Decreased fetal movement, Decreased testicular size, Depressed nasal ridge, Everted lower lip vermilion, External genital hypoplasia, Finger syndactyly, Generalized edema, Growth delay, Hydranencephaly, Hypertelorism, Hypogonadism, Hypsarrhythmia, Ichthyosis, Intellectual disability, Intrauterine growth retardation, Joint contracture of the hand, Lack of skin elasticity, Large hands, Lissencephaly, Macrogyria, Macrotia, Megaloblastic anemia, Microcephaly, Micrognathia, Micromelia, Microphthalmia, Muscle cramps, Muscular dystrophy, Nystagmus, Opisthotonus, Pachygyria, Patent ductus arteriosus, Patent foramen ovale, Polyhydramnios, Polymicrogyria, Proptosis, Pterygium, Pulmonary hypoplasia, Radial deviation of finger, Renal agenesis, Rocker bottom foot, Seizures, Short neck, Short umbilical cord, Skeletal muscle atrophy, Sloping forehead, Small placenta, Spastic tetraplegia, Spina bifida, Stillbirth, Thick lower lip vermilion, Thick vermilion border, Thrombocytopenia, Toe syndactyly, Transposition of the great arteries, Trismus, Ventricular septal defect, Yellow subcutaneous tissue covered by thin, scaly skin",PHGDH,,,PHGDH
IFITM3,IFITM3,1.25482,0,Integral membrane protein,"BrainSpLMD|10410;Eurexp|euxassay_004558|pancreas, submandibular gland primordium, thymus primordium",OMIM|605579,IFITM3,,,IFITM3
SERPINB6,SERPINB6,1.24716,4.95e-07,Protease inhibitor,"BrainSpLMD|5269;Eurexp|euxassay_012500|adrenal gland, aorta, diaphragm, dorsal root ganglion, epithelium, eyelid, facial VII, glossopharyngeal IX, hindgut, incisor, left lung, mantle layer, mesenchyme, midgut, naris, naso-lacrimal duct, ovary, rectum, right lung, submandibular gland primordium, testis, thymus primordium, trachea, trigeminal V, umbilical artery, vagus X, ventral grey horn","OMIM|173321;HPO|5269|Autosomal recessive inheritance, Progressive hearing impairment",SERPINB6,,,SERPINB6
RNF141,RNF141,1.24348,2.56e-08,Transcription factor,BrainSpLMD|50862,OMIM|616641,RNF141,,,RNF141
MYO1E,MYO1E,1.23973,3.07e-13,Motor protein,BrainSpLMD|4643,"OMIM|601479;HPO|4643|Autosomal recessive inheritance, Chronic kidney disease, Edema, Focal segmental glomerulosclerosis, Hematuria, Hypoalbuminemia, Nephrotic syndrome, Progressive, Proteinuria, Tubular atrophy",MYO1E,,,MYO1E
BCL6,BCL6,1.23659,4e-08,Transcription factor,BrainSpLMD|604;BrainSpMouseDev|11839,"OMIM|109565;COSMIC||NHL, CLL;HPO|604|Fatigue, Fever, Lymphoma, Mediastinal lymphadenopathy, Night sweats, Splenomegaly, Weight loss",BCL6,,,BCL6
DHCR24,DHCR24,1.23511,4.6e-10,Enzyme: Reductase,"BrainSpLMD|1718;Eurexp|euxassay_011628|adrenal gland, cervical, cervico-thoracic, cortex, dorsal root ganglion, facial VII, glossopharyngeal IX, hindgut, incisor, lobe, lung, mantle layer, marginal layer, midgut, molar, neural retina, olfactory, pharyngo-tympanic tube, rectum, respiratory, stomach, submandibular gland primordium, thoracic, thymus primordium, thyroid, trigeminal V, vagus X, ventral grey horn, ventricular layer, vibrissa, vomeronasal organ","OMIM|606418;HPO|1718|Absent septum pellucidum, Agenesis of corpus callosum, Anteverted nares, Arthrogryposis multiplex congenita, Autosomal recessive inheritance, Bifid uvula, Depressed nasal bridge, Failure to thrive, Feeding difficulties, Hydrocephalus, Intellectual disability, Intrauterine growth retardation, Large earlobe, Low-set, posteriorly rotated ears, Microcephaly, Micrognathia, Muscle stiffness, Narrow mouth, Nystagmus, Partial agenesis of the corpus callosum, Phenotypic variability, Relative macrocephaly, Retrognathia, Rigidity, Seizures, Severe short stature, Short nose, Spasticity, Status epilepticus, Strabismus, Submucous cleft hard palate, Ventriculomegaly",DHCR24,,,DHCR24
ANKRD20A3,ANKRD20A3,1.23314,0,Unclassified,"","",ANKRD20A3,,,ANKRD20A3
CNTNAP3B,CNTNAP3B,1.23309,0,"","","",CNTNAP3B,,,CNTNAP3B
AKAP12,AKAP12,1.23259,0,Anchor protein,BrainSpLMD|9590,OMIM|604698,AKAP12,,,AKAP12
JAM3,JAM3,1.2319,0,Adhesion molecule,"BrainSpLMD|83700;Eurexp|euxassay_000180|cerebral cortex, chondrocranium, diaphragm, head mesenchyme, limb, mantle layer, mesenchyme, tongue, ventricular layer, vertebral axis muscle system;BrainSpMouseDev|58180","OMIM|606871;HPO|83700|Autosomal recessive inheritance, Cataract, Congenital onset, Global developmental delay, Hepatomegaly, Hyperreflexia, Postnatal microcephaly, Seizures, Spasticity, Ventriculomegaly",JAM3,,,JAM3
IRF1,IRF1,1.23112,5.3e-09,Transcription regulatory protein,"BrainSpLMD|3659;Eurexp|euxassay_003661|midgut, testis, thymus primordium;BrainSpMouseDev|16135","OMIM|147575;HPO|3659|Alveolar cell carcinoma, Autosomal recessive inheritance, Somatic mutation, Stomach cancer",IRF1,,,IRF1
SALL1,SALL1,1.22919,1.8e-12,Transcription factor,"BrainSpLMD|6299;Eurexp|euxassay_000198|basal columns, corpus striatum, epithelium, floor plate, floorplate, glomeruli, handplate, head mesenchyme, intermediate grey horn, isthmus, lateral wall, mantle layer, marginal layer, medulla oblongata, mesenchyme, olfactory, pars tuberalis, penis, skin, telencephalon, thyroid, ventral grey horn, ventricular layer;BrainSpMouseDev|37230","OMIM|602218;HPO|6299|2-3 toe syndactyly, 3-4 finger syndactyly, 3-4 toe syndactyly, Anal atresia, Anal stenosis, Anteriorly placed anus, Aplasia/Hypoplasia of the 3rd toe, Autosomal dominant inheritance, Bifid scrotum, Bifid uterus, Broad thumb, Chorioretinal coloboma, Clinodactyly of the 5th finger, Constipation, Cryptorchidism, Duodenal atresia, External ear malformation, Gastroesophageal reflux, Hearing impairment, Hypospadias, Hypothyroidism, Intellectual disability, Macrotia, Metatarsal synostosis, Microcephaly, Microtia, Overfolded helix, Overfolding of the superior helices, Partial duplication of thumb phalanx, Pes planus, Preauricular skin tag, Preaxial hand polydactyly, Pseudoepiphyses of second metacarpal, Rectoperineal fistula, Rectovaginal fistula, Renal insufficiency, Satyr ear, Short metatarsal, Stahl ear, Subcutaneous nodule, Tetralogy of Fallot, Toe clinodactyly, Triphalangeal thumb, Umbilical hernia, Urethral valve, Ventricular septal defect",SALL1,,,SALL1
STON2,STON2,1.22917,0,Unclassified,BrainSpLMD|85439,OMIM|608467,STON2,,,STON2
LIFR,LIFR,1.22492,0,Cytokine receptor,"BrainSpLMD|3977;Eurexp|euxassay_010649|axial muscle, dorsal root ganglion, extrinsic ocular muscle, facial VII, glossopharyngeal IX, mandible, mantle layer, maxilla, orbito-sphenoid, thymus primordium, thyroid, tongue, trigeminal V, vagus X, ventral grey horn, vestibulocochlear VIII, vibrissa;BrainSpMouseDev|16651","OMIM|151443;COSMIC||salivary adenoma;HPO|3977|Abnormal metaphyseal trabeculation, Abnormality of dental enamel, Abnormality of vision, Absent patellar reflexes, Adducted thumb, Apnea, Asthma, Autosomal recessive inheritance, Blotching pigmentation of the skin, Broad ischia, Camptodactyly of finger, Contracture of the proximal interphalangeal joint of the 5th finger, Dysautonomia, Dysphagia, Elbow flexion contracture, Enlarged joints, Episodic fever, Feeding difficulties, Feeding difficulties in infancy, Femoral bowing, Flared metaphysis, Flexion contracture of toe, Frontal bossing, Generalized hypotonia, Genu valgum, Hoarse voice, Hyperhidrosis, Hypohidrosis, Hypoplastic iliac body, Impaired pain sensation, Intrauterine growth retardation, Knee flexion contracture, Lacrimation abnormality, Low-set ears, Malar flattening, Metaphyseal rarefaction, Metaphyseal widening, Micrognathia, Micromelia, Midface retrusion, Myotonia, Nasal speech, Oligohydramnios, Opacification of the corneal stroma, Osteopenia, Osteoporosis, Paresthesia, Pathologic fracture, Pulmonary arterial hypertension, Pulmonary arterial medial hypertrophy, Pulmonary hypoplasia, Pursed lips, Recurrent fractures, Respiratory distress, Respiratory insufficiency, Scoliosis, Short neck, Short nose, Short palpebral fissure, Short phalanx of finger, Short stature, Short tibia, Single transverse palmar crease, Skeletal dysplasia, Smooth tongue, Square face, Talipes, Talipes equinovarus, Talipes valgus, Thickened cortex of long bones, Thin ribs, Thin skin, Tibial bowing, Trismus, Ulnar deviation of finger, Wide nasal base",LIFR,,,LIFR
ACVR1,ACVR1,1.22321,7.14e-09,Receptor serine/threonine kinase,BrainSpLMD|90;Eurexp|euxassay_001869|vibrissa;BrainSpMouseDev|11265,"OMIM|102576;COSMIC||DIPG, Fibrodysplasia ossificans progressiva;HPO|90|Abnormal vertebral morphology, Abnormality of the first metatarsal bone, Alopecia, Aplasia/Hypoplasia of the phalanges of the hallux, Autosomal dominant inheritance, Broad femoral neck, Clinodactyly of the 5th finger, Conductive hearing impairment, Ectopic ossification in ligament tissue, Ectopic ossification in muscle tissue, Ectopic ossification in tendon tissue, Hallux valgus, Hearing impairment, Limitation of joint mobility, Metaphyseal widening, Progressive cervical vertebral spine fusion, Respiratory failure, Respiratory insufficiency, Scoliosis, Sensorineural hearing impairment, Short 1st metacarpal, Short hallux, Small cervical vertebral bodies, Spinal rigidity, Subcutaneous nodule, Widely spaced teeth",ACVR1,,,ACVR1
ZYX,ZYX,1.22245,3e-15,Adhesion molecule,"BrainSpLMD|7791;Eurexp|euxassay_010280|lobe, mesenchyme, skeletal muscle, vertebral axis muscle system",OMIM|602002,ZYX,,,ZYX
HELB,HELB,1.2222,2.42e-08,DNA helicase,BrainSpLMD|92797,OMIM|614539,HELB,,,HELB
QTRTD1,QTRTD1,1.22196,6.81e-08,"","","",QTRTD1,,,QTRTD1
AC120042.1,AC120042.1,1.21873,0,"","","",AC120042,1,,AC120042.1
FABP7,FABP7,1.21357,0,Transport/cargo protein,"BrainSpLMD|2173;Eurexp|euxassay_000474|dorsal root ganglion, facial VII, glossopharyngeal IX, mantle layer, marginal layer, olfactory, rest of cerebellum, trigeminal V, ventral grey horn, ventricular layer","SFARI||Autism, 6 - Evidence does not support role;OMIM|602965",FABP7,,,FABP7
TRIP6,TRIP6,1.21005,2.52e-09,Transcription regulatory protein,BrainSpLMD|7205,OMIM|602933,TRIP6,,,TRIP6
ANKRD20A4,ANKRD20A4,1.20969,1.24e-11,Unclassified,"","",ANKRD20A4,,,ANKRD20A4
ELOVL2,ELOVL2,1.20763,2.96e-05,Unclassified,"BrainSpLMD|54898;Eurexp|euxassay_006217|adenohypophysis, brain, calyces, cervical, cervico-thoracic, left, olfactory, right, spinal cord, thoracic, thyroid",OMIM|611814,ELOVL2,,,ELOVL2
RFTN2,RFTN2,1.20671,0,Unclassified,BrainSpLMD|130132,"",RFTN2,,,RFTN2
ZNF460,ZNF460,1.20667,6.09e-09,Transcription factor,BrainSpLMD|10794,OMIM|604755,ZNF460,,,ZNF460
PBXIP1,PBXIP1,1.20539,3.89e-15,Transcription regulatory protein,"BrainSpLMD|57326;Eurexp|euxassay_012529|choroid invagination, choroid plexus, diaphragm, floor plate, floorplate, midgut, skeletal muscle, stomach, ventricle, ventricular layer;BrainSpMouseDev|86886","",PBXIP1,,,PBXIP1
FAM114A1,FAM114A1,1.2041,6.56e-13,Unclassified,"BrainSpLMD|92689;Eurexp|euxassay_002429|Meckel's cartilage, cranium","",FAM114A1,,,FAM114A1
SNTG1,SNTG1,1.20113,4.44e-16,Adapter molecule,BrainSpLMD|54212,OMIM|608714,SNTG1,,,SNTG1
CENPBD1P1,CENPBD1P1,1.19811,0.005654244,"",BrainSpLMD|65996,"",CENPBD1P1,,,CENPBD1P1
SDC2,SDC2,1.196,9.65e-14,Adhesion molecule,"BrainSpLMD|6383;Eurexp|euxassay_002176|Meckel's cartilage, basioccipital bone, orbito-sphenoid, rib, temporal bone","SFARI||Autism, 4 - Minimal evidence;OMIM|142460",SDC2,,,SDC2
SPAG1,SPAG1,1.19539,1.45e-10,GTPase,BrainSpLMD|6674,"OMIM|603395;HPO|6674|Autosomal recessive inheritance, Bronchiectasis, Chronic bronchitis, Ciliary dyskinesia, Recurrent otitis media, Recurrent respiratory infections, Recurrent sinusitis, Respiratory insufficiency due to defective ciliary clearance, Rhinitis, Sinusitis, Situs inversus totalis",SPAG1,,,SPAG1
MPP5,MPP5,1.19284,4.44e-16,Unclassified,BrainSpLMD|64398,OMIM|606958,MPP5,,,MPP5
FOSB,FOSB,1.19263,0,Transcription factor,BrainSpLMD|2354,OMIM|164772,FOSB,,,FOSB
LIMA1,LIMA1,1.18951,1.11e-16,Cytoskeletal protein,BrainSpLMD|51474,OMIM|608364,LIMA1,,,LIMA1
TTYH1,TTYH1,1.18502,0,Ion channel,"BrainSpLMD|57348;Eurexp|euxassay_018316|cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, pancreas, trigeminal V, vagus X, ventricular layer, vestibulocochlear VIII;BrainSpMouseDev|37048",OMIM|605784,TTYH1,,,TTYH1
